Region,PA,N,Month,Season,Year,ID,Act_score,Impact_sco,ImpactS_t1,ImpactS_t2,ImpactS_t3,ImpactS_t4,ImpactS_t5,Area,PercentBLW,Fal,Roe,Red,CWD,Mun,Sik,FCNE
East Midlands,East Midlands,1,4,Spring,2019,2424,3,3,NA,NA,NA,NA,NA,2.559018012,0.72,1,0,0,0,1,0,1
East of England,NA,1,3,Spring,2013,7016,5,3,5,5,NA,NA,NA,2.563387225,0.00,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7016,3,5,5,NA,NA,NA,NA,2.563387225,0.00,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7016,3,5,NA,NA,NA,NA,NA,2.563387225,0.00,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2013,7420,3,5,5,1,NA,NA,NA,2.595511704,0.50,1,0,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7420,3,5,1,NA,NA,NA,NA,2.595511704,0.50,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7420,3,1,NA,NA,NA,NA,NA,2.595511704,0.50,1,1,1,0,1,0,0
South East,NA,1,3,Spring,2015,7543,5,5,NA,NA,NA,NA,NA,2.598163834,1.82,1,1,0,0,1,1,0
East of England,Suffolk,1,9,Autumn,2016,7238,3,3,NA,NA,NA,NA,NA,2.60042235,0.84,0,1,1,0,1,0,1
East of England,NA,1,3,Spring,2013,7407,3,5,5,1,NA,NA,NA,2.607525285,0.95,1,0,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7407,3,5,1,NA,NA,NA,NA,2.607525285,0.95,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7407,3,1,NA,NA,NA,NA,NA,2.607525285,0.95,1,1,1,0,1,0,0
East of England,Suffolk,1,3,Spring,2014,2467,3,3,NA,NA,NA,NA,NA,2.613005231,0.96,1,1,1,0,1,0,1
Yorkshire and The Humber,NA,1,3,Spring,2016,7291,1,1,NA,NA,NA,NA,NA,2.618698064,0.99,0,1,0,0,0,0,0
East of England,NA,1,3,Spring,2015,7626,2,2,NA,NA,NA,NA,NA,2.62264215,0.99,1,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,2447,2,1,NA,NA,NA,NA,NA,2.634535321,0.94,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,2447,3,3,NA,NA,NA,NA,NA,2.634535321,0.94,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,2465,3,3,NA,NA,NA,NA,NA,2.641764153,0.97,0,1,1,0,1,0,1
South East,NA,1,3,Spring,2015,7588,3,5,NA,NA,NA,NA,NA,2.644945295,0.00,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7260,2,2,NA,NA,NA,NA,NA,2.657821212,0.96,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7629,5,5,NA,NA,NA,NA,NA,2.729964805,0.80,1,1,1,0,1,0,0
East of England,Suffolk,1,3,Autumn,2016,3264,2,3,NA,NA,NA,NA,NA,2.774230748,0.96,0,0,0,0,0,0,1
East of England,Suffolk,1,3,Spring,2019,3264,2,4,NA,NA,NA,NA,NA,2.774230748,0.96,1,1,0,0,1,0,1
Wales,NA,1,3,Spring,2015,7038,4,5,5,NA,NA,NA,NA,2.783776849,0.98,1,1,0,0,0,0,0
Wales,NA,1,3,Spring,2016,7038,5,5,NA,NA,NA,NA,NA,2.783776849,0.98,1,1,0,0,0,0,0
East of England,Suffolk,1,9,Autumn,2016,3267,2,3,NA,NA,NA,NA,NA,2.800945726,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,3267,2,4,NA,NA,NA,NA,NA,2.800945726,0.96,1,0,0,0,1,0,1
North West,Cumbria,1,9,Autumn,2013,2500,3,4,NA,NA,NA,NA,NA,2.803198641,1.33,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2500,3,5,NA,NA,NA,2,2,2.803198641,1.33,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2500,2,2,2,1,NA,NA,NA,2.803198641,1.33,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2500,2,2,1,NA,NA,NA,NA,2.803198641,1.33,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2500,3,1,NA,NA,NA,NA,NA,2.803198641,1.33,0,1,1,0,0,1,1
East of England,NA,1,4,Spring,2019,3254,1,4,NA,NA,NA,NA,NA,2.828185779,0.99,1,1,1,0,1,0,0
South East,NA,1,3,Spring,2015,7544,4,3,NA,NA,NA,NA,NA,2.83186,1.06,1,1,0,0,1,1,0
East of England,Suffolk,1,4,Spring,2019,3299,5,5,NA,NA,NA,NA,NA,2.874111427,0.88,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,3260,4,4,NA,NA,NA,NA,NA,2.88007678,0.86,1,0,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7268,4,4,NA,NA,NA,NA,NA,2.949447073,0.83,1,1,1,0,1,0,0
East of England,Suffolk,1,3,Spring,2014,2468,3,3,NA,NA,NA,NA,NA,2.952047026,0.99,0,1,1,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,7079,3,3,NA,NA,NA,NA,NA,2.977515147,0.92,0,1,1,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,1208,3,3,NA,NA,NA,NA,NA,2.979164396,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2009,1208,3,5,5,5,5,5,3,2.979164396,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2010,1208,3,5,5,5,5,3,3,2.979164396,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,1208,3,5,5,5,3,3,NA,2.979164396,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,1208,5,5,5,3,3,NA,3,2.979164396,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,1208,3,5,3,3,NA,3,NA,2.979164396,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,1208,5,3,3,NA,3,NA,1,2.979164396,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1208,3,3,NA,3,NA,1,NA,2.979164396,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,1208,3,3,NA,1,NA,NA,NA,2.979164396,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1208,2,1,NA,NA,NA,NA,NA,2.979164396,0.97,1,1,0,0,1,0,1
South East,NA,1,3,Spring,2015,7545,5,5,NA,NA,NA,NA,NA,2.996171707,0.00,1,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1129,0,2,NA,NA,NA,NA,NA,3.029132522,0.98,1,1,1,1,1,0,1
East of England,Suffolk,1,3,Spring,2013,1129,3,5,5,4,NA,5,NA,3.029132522,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,1129,3,5,4,NA,5,NA,NA,3.029132522,0.98,1,1,1,1,1,0,1
East of England,Suffolk,1,3,Spring,2015,1129,3,4,NA,5,NA,NA,NA,3.029132522,0.98,1,1,1,1,1,0,1
East of England,Suffolk,1,3,Spring,2017,1129,5,5,NA,NA,NA,NA,NA,3.029132522,0.98,1,1,1,1,1,0,1
North West,Cumbria,1,3,Spring,2015,2488,1,1,1,NA,NA,NA,NA,3.031019696,0.92,0,1,1,0,0,1,1
North West,Cumbria,1,3,Spring,2016,2488,1,1,NA,NA,NA,NA,NA,3.031019696,0.92,0,1,1,0,0,1,1
East of England,Suffolk,1,9,Autumn,2016,3265,2,3,NA,NA,NA,NA,NA,3.082133073,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,3265,1,3,NA,NA,NA,NA,NA,3.082133073,0.97,1,1,0,0,1,0,1
South East,NA,1,3,Spring,2014,7444,0,1,NA,NA,NA,NA,NA,3.088262573,0.95,1,1,0,0,1,1,0
South East,NA,1,3,Spring,2015,7546,5,5,NA,NA,NA,NA,NA,3.105159807,1.28,1,1,0,0,1,0,0
East of England,Suffolk,1,3,Spring,2016,1581,2,3,3,3,4,NA,NA,3.105236506,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,1581,3,3,3,4,NA,NA,NA,3.105236506,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2018,1581,2,3,4,NA,NA,NA,NA,3.105236506,0.96,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1581,4,4,NA,NA,NA,NA,NA,3.105236506,0.96,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2014,7278,4,2,2,NA,NA,NA,NA,3.119230212,0.99,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7278,4,2,NA,NA,NA,NA,NA,3.119230212,0.99,1,1,1,0,1,0,0
East of England,NA,1,9,Autumn,2016,7063,3,3,NA,NA,NA,NA,NA,3.133520701,0.94,1,1,1,0,1,0,0
South East,NA,1,3,Spring,2015,7547,3,3,NA,NA,NA,NA,NA,3.142196062,1.68,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2015,7548,3,4,NA,NA,NA,NA,NA,3.147941546,1.21,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2014,7356,1,3,NA,NA,NA,NA,NA,3.179606227,1.16,1,1,1,0,1,0,0
East of England,Suffolk,1,3,Spring,2014,2470,3,3,NA,NA,NA,NA,NA,3.29197308,0.94,1,1,1,0,1,0,1
South East,NA,1,3,Spring,2015,7549,2,2,NA,NA,NA,NA,NA,3.328104082,0.99,1,1,1,0,1,1,0
East of England,NA,1,3,Spring,2015,7315,1,1,NA,NA,NA,NA,NA,3.34945901,0.99,1,1,0,0,1,0,0
East of England,Suffolk,1,3,Spring,2018,1127,2,2,2,NA,NA,NA,NA,3.373705614,0.00,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1127,2,2,NA,NA,NA,NA,NA,3.373705614,0.00,0,1,0,0,1,0,1
South East,NA,1,3,Spring,2015,7550,5,5,NA,NA,NA,NA,NA,3.377748717,0.97,1,1,0,0,1,0,0
East of England,Suffolk,1,3,Spring,2014,2473,3,3,NA,NA,NA,NA,NA,3.411828778,0.99,0,1,1,0,1,0,1
East of England,NA,1,3,Spring,2015,7394,0,5,NA,NA,NA,NA,NA,3.4257881,0.57,1,1,1,1,1,0,0
South East,NA,1,3,Spring,2015,7551,4,3,NA,NA,NA,NA,NA,3.431508222,0.00,1,1,0,0,1,1,0
East of England,Suffolk,1,12,Autumn,2017,2048,2,4,3,NA,NA,NA,NA,3.456512377,0.90,1,1,0,0,1,0,1
East of England,Suffolk,1,12,Autumn,2018,2048,3,3,NA,NA,NA,NA,NA,3.456512377,0.90,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,2048,5,5,NA,NA,NA,NA,NA,3.456512377,0.90,1,1,1,0,1,0,1
East of England,NA,1,3,Spring,2015,7596,5,5,NA,NA,NA,NA,NA,3.508541822,1.46,1,1,0,0,1,1,0
East of England,NA,1,3,Spring,2015,7125,4,4,NA,NA,NA,NA,NA,3.528231763,0.97,1,1,1,1,1,0,0
Wales,NA,1,3,Spring,2016,7135,4,4,NA,NA,NA,NA,NA,3.543511953,0.98,1,1,0,0,0,0,0
South East,NA,1,3,Spring,2015,7552,5,5,NA,NA,NA,NA,NA,3.546280783,1.00,1,1,0,0,1,1,0
South East,NA,1,3,Spring,2015,7553,5,5,NA,NA,NA,NA,NA,3.549824437,0.61,1,1,0,0,1,1,0
North West,Cumbria,1,3,Spring,2015,4717,3,3,NA,NA,NA,NA,NA,3.589732914,0.98,1,1,1,0,0,1,1
South East,NA,1,3,Spring,2015,7554,5,5,NA,NA,NA,NA,NA,3.592989255,0.00,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,4941,3,3,NA,NA,NA,NA,NA,3.599894725,0.96,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7188,3,5,NA,NA,NA,NA,NA,3.640601311,0.78,0,1,1,0,1,0,0
East of England,NA,1,3,Spring,2019,3255,2,4,NA,NA,NA,NA,NA,3.680707897,0.93,1,1,1,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1112,3,3,NA,NA,NA,NA,NA,3.690354861,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1112,5,5,0,0,1,1,NA,3.690354861,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,1112,1,0,0,1,1,NA,NA,3.690354861,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,5,Spring,2017,1112,1,0,1,1,NA,NA,NA,3.690354861,0.97,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2018,1112,1,1,1,NA,NA,NA,NA,3.690354861,0.97,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1112,1,1,NA,NA,NA,NA,NA,3.690354861,0.97,0,0,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7064,2,2,NA,NA,NA,NA,NA,3.704732486,0.99,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2014,7387,1,1,NA,NA,NA,NA,NA,3.712910306,1.14,1,1,1,0,1,0,0
East Midlands,East Midlands,1,4,Spring,2018,2664,5,5,5,NA,NA,NA,NA,3.731311336,0.95,1,0,0,0,1,0,1
East Midlands,East Midlands,1,5,Spring,2019,2664,4,5,NA,NA,NA,NA,NA,3.731311336,0.95,1,0,0,0,1,0,1
Yorkshire and The Humber,NA,1,3,Spring,2015,7383,5,5,NA,NA,NA,NA,NA,3.731482507,0.28,0,1,1,0,0,0,0
East of England,NA,1,3,Spring,2015,7624,5,5,NA,NA,NA,NA,NA,3.801163065,0.97,1,1,0,0,1,1,0
East of England,NA,1,9,Autumn,2016,7232,3,3,NA,NA,NA,NA,NA,3.804443012,0.98,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7232,5,5,5,NA,NA,NA,NA,3.804443012,0.98,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7232,5,5,NA,NA,NA,NA,NA,3.804443012,0.98,1,1,1,0,1,0,0
Yorkshire and The Humber,NA,1,3,Spring,2015,7224,3,3,NA,NA,NA,NA,NA,3.867446102,1.00,0,1,1,0,0,0,0
East of England,NA,1,3,Spring,2014,7380,5,5,5,5,NA,NA,NA,3.925698781,0.97,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7380,5,5,5,NA,NA,NA,NA,3.925698781,0.97,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2016,7380,5,5,NA,NA,NA,NA,NA,3.925698781,0.97,1,1,1,0,1,0,0
East of England,Suffolk,1,3,Spring,2019,1126,3,3,NA,NA,NA,NA,NA,3.942135441,0.98,0,1,0,0,1,0,1
Yorkshire and The Humber,NA,1,3,Spring,2015,4734,3,3,NA,NA,NA,NA,NA,4.030282393,0.38,0,1,1,0,0,0,0
South East,NA,1,3,Spring,2015,7555,4,3,NA,NA,NA,NA,NA,4.05538397,0.69,1,1,0,0,1,0,0
East of England,Suffolk,1,3,Spring,2015,1118,3,3,4,NA,NA,5,NA,4.073377673,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,1118,3,4,NA,NA,5,NA,NA,4.073377673,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1118,5,5,NA,NA,NA,NA,NA,4.073377673,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,10,Autumn,2017,2047,5,5,3,NA,NA,NA,NA,4.087175201,0.97,1,0,0,0,1,0,1
East of England,Suffolk,1,12,Autumn,2018,2047,3,3,NA,NA,NA,NA,NA,4.087175201,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,2047,3,3,3,4,NA,NA,NA,4.087175201,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,2047,3,3,4,NA,NA,NA,NA,4.087175201,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,4,Spring,2016,2047,4,4,NA,NA,NA,NA,NA,4.087175201,0.97,1,1,1,0,1,0,1
East of England,NA,1,3,Spring,2015,7382,0,5,NA,NA,NA,NA,NA,4.089451512,0.92,1,1,1,1,1,0,0
East of England,Suffolk,1,9,Autumn,2016,2055,5,5,5,4,NA,NA,NA,4.15121858,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,12,Autumn,2017,2055,5,5,4,NA,NA,NA,NA,4.15121858,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,11,Autumn,2018,2055,5,4,NA,NA,NA,NA,NA,4.15121858,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2016,2055,3,3,NA,NA,5,NA,NA,4.15121858,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,5,Spring,2019,2055,5,5,NA,NA,NA,NA,NA,4.15121858,0.98,1,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7074,3,3,NA,NA,NA,NA,NA,4.169678286,0.96,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7074,5,5,5,NA,NA,NA,NA,4.169678286,0.96,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7074,5,5,NA,NA,NA,NA,NA,4.169678286,0.96,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7597,5,5,NA,NA,NA,NA,NA,4.182649345,1.00,1,1,0,0,1,1,0
East of England,NA,1,9,Autumn,2016,7240,4,4,NA,NA,NA,NA,NA,4.19844761,0.89,1,1,0,1,1,0,0
East of England,Suffolk,1,3,Spring,2018,1125,1,3,1,NA,NA,NA,NA,4.214104764,0.86,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1125,1,1,NA,NA,NA,NA,NA,4.214104764,0.86,0,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,5382,2,2,NA,NA,NA,NA,NA,4.215438504,0.99,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7335,3,5,5,3,NA,NA,NA,4.23029513,0.18,0,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7335,3,5,3,NA,NA,NA,NA,4.23029513,0.18,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7335,3,3,NA,NA,NA,NA,NA,4.23029513,0.18,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7111,0,3,NA,NA,NA,NA,NA,4.232421915,1.01,0,1,0,1,1,0,0
East of England,NA,1,3,Spring,2016,7111,1,NA,NA,NA,NA,NA,NA,4.232421915,1.01,0,1,0,1,1,0,0
North West,Cumbria,1,9,Autumn,2013,2495,3,4,NA,NA,NA,NA,NA,4.243681924,0.74,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2495,3,5,NA,NA,NA,1,1,4.243681924,0.74,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2495,1,1,1,1,NA,NA,NA,4.243681924,0.74,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2495,1,1,1,NA,NA,NA,NA,4.243681924,0.74,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2495,1,1,NA,NA,NA,NA,NA,4.243681924,0.74,0,1,1,0,0,1,1
West Midlands,West Midlands,1,3,Spring,2015,7615,3,3,NA,NA,NA,NA,NA,4.257628056,0.98,1,1,0,0,1,0,1
South East,NA,1,3,Spring,2015,7556,5,5,NA,NA,NA,NA,NA,4.269889928,0.00,1,1,0,0,1,0,0
East Midlands,NA,1,3,Spring,2015,7642,4,3,NA,NA,NA,NA,NA,4.273872016,1.00,1,0,1,0,1,0,0
East of England,NA,1,9,Autumn,2016,7147,4,4,NA,NA,NA,NA,NA,4.291406334,0.97,1,1,0,1,1,0,0
South East,NA,1,3,Spring,2015,7557,3,4,NA,NA,NA,NA,NA,4.308439903,1.07,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7271,3,5,NA,NA,NA,NA,NA,4.351224831,0.00,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7236,1,1,NA,NA,NA,NA,NA,4.375375332,0.40,1,1,0,0,1,0,0
North West,Cumbria,1,9,Autumn,2013,2513,3,4,NA,NA,NA,NA,NA,4.379687864,0.93,1,1,1,0,1,0,1
North West,Cumbria,1,3,Spring,2013,2513,3,5,NA,NA,NA,1,1,4.379687864,0.93,1,1,1,0,1,0,1
North West,Cumbria,1,5,Spring,2017,2513,1,1,1,1,NA,NA,NA,4.379687864,0.93,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2513,1,1,1,NA,NA,NA,NA,4.379687864,0.93,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2513,1,1,NA,NA,NA,NA,NA,4.379687864,0.93,1,1,1,0,1,0,1
East of England,NA,1,4,Spring,2018,7080,4,4,NA,NA,NA,NA,NA,4.392020517,0.93,1,0,0,0,1,0,0
East of England,NA,1,3,Spring,2011,7139,3,5,3,5,NA,NA,NA,4.447365281,0.97,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2012,7139,5,3,5,NA,NA,NA,NA,4.447365281,0.97,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7139,5,5,NA,NA,NA,NA,NA,4.447365281,0.97,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2015,7558,4,3,NA,NA,NA,NA,NA,4.449170859,0.42,1,1,0,0,1,0,0
East of England,Suffolk,1,10,Autumn,2017,1072,5,5,NA,5,NA,NA,NA,4.479953186,0.96,1,0,0,0,1,0,1
East of England,Suffolk,1,2,Autumn,2019,1072,5,5,NA,NA,NA,NA,NA,4.479953186,0.96,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1072,5,5,4,NA,NA,NA,NA,4.479953186,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,1072,4,4,NA,NA,NA,NA,NA,4.479953186,0.96,1,1,0,0,1,0,1
South East,NA,1,3,Spring,2015,7559,5,5,NA,NA,NA,NA,NA,4.503380377,0.19,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7212,3,5,5,1,NA,NA,NA,4.508209748,0.60,1,0,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7212,3,5,1,NA,NA,NA,NA,4.508209748,0.60,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7212,3,1,NA,NA,NA,NA,NA,4.508209748,0.60,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7485,1,1,NA,NA,NA,NA,NA,4.508880482,0.93,0,1,0,1,1,0,0
East of England,NA,1,9,Autumn,2016,7633,2,2,NA,NA,NA,NA,NA,4.525547955,0.98,0,1,0,0,1,0,0
West Midlands,West Midlands,1,3,Spring,2017,2620,3,3,NA,3,NA,NA,NA,4.599442949,1.00,1,0,0,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2019,2620,3,3,NA,NA,NA,NA,NA,4.599442949,1.00,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2015,7359,2,3,NA,NA,NA,NA,NA,4.628049274,0.96,1,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1131,2,3,NA,NA,NA,NA,NA,4.642259427,6.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1131,0,1,3,5,NA,NA,NA,4.642259427,6.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,1131,0,3,5,NA,NA,NA,NA,4.642259427,6.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,1131,5,5,NA,NA,NA,NA,NA,4.642259427,6.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1114,3,3,3,NA,5,5,NA,4.676714349,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,1114,3,3,NA,5,5,NA,NA,4.676714349,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2018,1114,3,5,5,NA,NA,NA,NA,4.676714349,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1114,4,5,NA,NA,NA,NA,NA,4.676714349,0.97,1,1,0,0,1,0,1
North West,Cumbria,1,5,Spring,2017,2560,1,1,1,1,NA,NA,NA,4.678430651,0.00,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2018,2560,1,1,1,NA,NA,NA,NA,4.678430651,0.00,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2560,1,1,NA,NA,NA,NA,NA,4.678430651,0.00,0,1,1,0,0,0,1
East of England,Suffolk,1,9,Autumn,2016,1105,5,5,NA,NA,NA,NA,NA,4.68061979,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2018,1105,3,3,1,NA,NA,NA,NA,4.68061979,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1105,1,1,NA,NA,NA,NA,NA,4.68061979,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,7166,3,3,NA,NA,NA,NA,NA,4.735851795,0.93,0,1,1,0,1,0,1
East of England,NA,1,3,Spring,2011,7401,5,3,5,NA,NA,NA,NA,4.762106976,0.00,1,1,0,0,1,1,0
East of England,NA,1,3,Spring,2012,7401,5,5,NA,NA,NA,NA,NA,4.762106976,0.00,1,1,0,0,1,1,0
East of England,NA,1,9,Autumn,2016,7280,1,1,NA,NA,NA,NA,NA,4.77886453,0.81,0,1,0,0,1,0,0
Yorkshire and The Humber,NA,1,3,Spring,2015,1958,3,3,NA,NA,4,4,NA,4.781704212,0.70,0,1,1,0,0,0,0
Yorkshire and The Humber,NA,1,5,Spring,2018,1958,4,4,4,NA,NA,NA,NA,4.781704212,0.70,0,1,0,0,0,0,0
Yorkshire and The Humber,NA,1,5,Spring,2019,1958,4,4,NA,NA,NA,NA,NA,4.781704212,0.70,0,1,0,0,0,0,0
East of England,NA,1,9,Autumn,2016,4510,2,3,NA,NA,NA,NA,NA,4.797818965,0.98,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7363,4,4,NA,NA,NA,NA,NA,4.808085236,0.90,1,1,1,1,1,0,0
East of England,Suffolk,1,9,Autumn,2016,7606,3,3,NA,NA,NA,NA,NA,4.818024117,0.95,0,1,1,0,1,0,1
South East,Oxford,1,4,Spring,2019,3325,2,2,NA,NA,NA,NA,NA,4.847481333,6.23,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,1104,5,5,NA,NA,NA,NA,NA,4.848615876,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2018,1104,3,4,2,NA,NA,NA,NA,4.848615876,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1104,2,2,NA,NA,NA,NA,NA,4.848615876,0.97,1,1,0,0,1,0,1
North West,Cumbria,1,5,Spring,2017,2602,5,5,1,5,NA,NA,NA,4.868701738,0.85,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2602,1,1,5,NA,NA,NA,NA,4.868701738,0.85,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2602,5,5,NA,NA,NA,NA,NA,4.868701738,0.85,1,1,1,0,0,0,1
Wales,NA,1,3,Spring,2015,7102,3,3,5,NA,NA,NA,NA,4.874786221,0.97,1,1,0,0,0,0,0
Wales,NA,1,3,Spring,2016,7102,4,5,NA,NA,NA,NA,NA,4.874786221,0.97,1,1,0,0,0,0,0
East of England,Suffolk,1,3,Spring,2012,7297,3,5,5,5,NA,NA,NA,4.895159721,0.87,0,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,7297,3,5,5,NA,NA,NA,NA,4.895159721,0.87,0,0,0,0,1,0,1
