Region,PA,N,Month,Season,Year,ID,Act_score,Impact_sco,ImpactS_t1,ImpactS_t2,ImpactS_t3,ImpactS_t4,ImpactS_t5,Area,PercentBLW,Fal,Roe,Red,CWD,Mun,Sik,FCNE
South East,NA,1,3,Spring,2015,7495,3,5,3,NA,NA,NA,NA,65.95069319,0.92,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2016,7495,3,3,NA,NA,NA,NA,NA,65.95069319,0.92,1,1,0,0,1,0,0
North West,Cumbria,1,4,Spring,2017,2568,2,2,1,3,NA,NA,NA,66.79006084,0.00,0,0,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2568,2,1,3,NA,NA,NA,NA,66.79006084,0.00,0,0,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2568,3,3,NA,NA,NA,NA,NA,66.79006084,0.00,0,1,1,0,0,1,1
East of England,NA,1,3,Spring,2015,7042,4,4,NA,NA,NA,NA,NA,67.08648892,0.55,1,1,1,1,1,0,0
North West,Cumbria,1,5,Spring,2018,2538,2,2,2,NA,NA,NA,NA,67.08944492,0.00,0,0,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2538,2,2,NA,NA,NA,NA,NA,67.08944492,0.00,0,0,1,0,0,0,1
East of England,NA,1,3,Spring,2014,7296,1,5,5,NA,NA,NA,NA,67.11949471,0.52,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7296,1,5,NA,NA,NA,NA,NA,67.11949471,0.52,1,1,1,1,1,0,0
West Midlands,NA,1,3,Spring,2015,7340,1,1,NA,NA,NA,NA,NA,67.35490103,0.93,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7037,3,3,NA,NA,NA,NA,NA,67.45304911,0.89,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7415,0,5,NA,NA,NA,NA,NA,67.52015716,0.59,0,1,1,0,1,0,0
Wales,NA,1,3,Spring,2015,7467,3,2,NA,NA,NA,NA,NA,67.98618594,0.50,1,1,1,0,1,0,0
West Midlands,West Midlands,1,3,Spring,2017,2627,5,5,5,3,NA,NA,NA,68.08107076,0.93,1,1,0,1,1,0,1
West Midlands,West Midlands,1,5,Spring,2018,2627,5,5,3,NA,NA,NA,NA,68.08107076,0.93,1,0,0,0,0,0,1
West Midlands,West Midlands,1,6,Spring,2019,2627,3,3,NA,NA,NA,NA,NA,68.08107076,0.93,1,1,0,1,1,0,1
East Midlands,NA,1,3,Spring,2015,7173,3,1,1,NA,NA,NA,NA,68.26745673,0.79,1,1,0,0,1,0,0
East Midlands,NA,1,3,Spring,2016,7173,1,1,NA,NA,NA,NA,NA,68.26745673,0.79,1,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,2453,4,5,NA,NA,NA,NA,NA,68.45450292,0.96,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,2453,5,4,4,2,NA,NA,NA,68.45450292,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2018,2453,5,4,2,NA,NA,NA,NA,68.45450292,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,2453,2,2,NA,NA,NA,NA,NA,68.45450292,0.96,1,1,1,0,1,0,1
East of England,NA,1,3,Spring,2015,7325,2,3,NA,NA,NA,NA,NA,68.91429887,0.43,1,1,0,0,1,0,0
North West,NA,1,3,Spring,2015,7634,5,5,NA,NA,NA,NA,NA,68.93933048,0.91,1,1,1,0,0,0,0
East of England,NA,1,9,Autumn,2014,7492,0,5,NA,NA,NA,NA,NA,69.28094332,0.84,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7492,5,NA,5,NA,NA,NA,NA,69.28094332,0.84,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7492,5,5,NA,NA,NA,NA,NA,69.28094332,0.84,1,1,1,0,1,0,0
East Midlands,East Midlands,1,6,Spring,2018,3091,3,3,NA,NA,NA,NA,NA,69.53520633,0.51,1,0,0,0,1,0,1
South East,NA,1,3,Spring,2015,7577,3,3,NA,NA,NA,NA,NA,70.80713691,0.96,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2014,7204,0,5,5,5,NA,5,NA,70.88022504,0.97,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7204,5,5,5,NA,5,NA,NA,70.88022504,0.97,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2016,7204,5,5,NA,5,NA,NA,NA,70.88022504,0.97,1,1,1,0,1,0,0
East of England,NA,1,4,Spring,2018,7204,5,5,NA,NA,NA,NA,NA,70.88022504,0.97,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2014,7307,0,2,NA,NA,NA,NA,NA,70.91546406,0.26,1,1,0,1,1,1,0
East of England,NA,1,9,Autumn,2016,7482,1,1,NA,NA,NA,NA,NA,70.98321492,0.52,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2019,7482,2,1,NA,NA,NA,NA,NA,70.98321492,0.52,0,0,0,0,1,0,0
East Midlands,NA,1,3,Spring,2015,7643,4,3,NA,NA,NA,NA,NA,71.08330887,1.01,1,0,1,0,1,0,0
Wales,NA,1,3,Spring,2015,7012,1,1,NA,NA,NA,NA,NA,71.35903035,0.83,1,1,1,1,1,0,0
North West,Cumbria,1,3,Spring,2015,1315,3,3,1,1,3,1,NA,71.70084723,0.77,0,1,1,0,0,1,1
North West,Cumbria,1,3,Spring,2016,1315,1,1,1,3,1,NA,NA,71.70084723,0.77,0,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2017,1315,1,1,3,1,NA,NA,NA,71.70084723,0.77,0,1,1,0,0,1,1
North West,Cumbria,1,4,Spring,2018,1315,3,3,1,NA,NA,NA,NA,71.70084723,0.77,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2019,1315,1,1,NA,NA,NA,NA,NA,71.70084723,0.77,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2016,2489,3,3,NA,1,3,NA,NA,71.75876116,0.91,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2489,1,1,3,NA,NA,NA,NA,71.75876116,0.91,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2489,3,3,NA,NA,NA,NA,NA,71.75876116,0.91,1,1,1,0,0,1,1
East of England,NA,1,3,Spring,2015,7632,5,5,NA,NA,NA,NA,NA,71.86583808,0.86,1,1,1,0,1,0,0
Wales,NA,1,9,Autumn,2014,7347,0,3,NA,NA,NA,NA,NA,72.12868622,0.52,1,1,0,0,1,0,0
Wales,NA,1,3,Spring,2015,7347,3,3,NA,NA,NA,NA,NA,72.12868622,0.52,1,1,0,0,1,0,0
West Midlands,West Midlands,1,5,Spring,2018,2813,3,3,NA,NA,NA,NA,NA,72.4367599,0.56,1,1,0,0,1,0,1
West Midlands,NA,1,3,Spring,2016,7484,5,5,NA,NA,NA,NA,NA,72.68692328,0.98,1,1,0,0,1,0,0
South East,Oxford,1,4,Spring,2019,3329,2,2,NA,NA,NA,NA,NA,72.83171946,0.84,1,1,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2015,935,3,3,NA,NA,NA,4,NA,73.40976753,0.99,1,1,1,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2019,935,5,4,NA,NA,NA,NA,NA,73.40976753,0.99,1,0,0,0,1,0,1
East of England,Suffolk,1,12,Autumn,2017,1148,3,4,3,NA,NA,NA,NA,73.58091797,0.91,1,1,0,0,1,0,1
East of England,Suffolk,1,12,Autumn,2018,1148,3,3,NA,NA,NA,NA,NA,73.58091797,0.91,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2009,1148,5,3,5,3,5,5,3,73.58091797,0.91,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2010,1148,3,5,3,5,5,3,NA,73.58091797,0.91,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,1148,3,3,5,5,3,NA,NA,73.58091797,0.91,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,1148,3,5,5,3,NA,NA,NA,73.58091797,0.91,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,1148,3,5,3,NA,NA,NA,NA,73.58091797,0.91,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,1148,3,3,NA,NA,NA,NA,NA,73.58091797,0.91,0,1,1,0,1,0,1
East Midlands,East Midlands,1,9,Autumn,2016,2425,3,3,NA,NA,NA,NA,NA,73.75925498,0.65,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1152,5,5,NA,NA,NA,5,NA,73.9172697,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,4,Spring,2019,1152,5,5,NA,NA,NA,NA,NA,73.9172697,0.98,1,1,1,0,1,0,1
North West,Cumbria,1,6,Spring,2017,2550,3,3,3,3,NA,NA,NA,74.21535736,0.49,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2550,3,3,3,NA,NA,NA,NA,74.21535736,0.49,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2550,3,3,NA,NA,NA,NA,NA,74.21535736,0.49,0,1,1,0,0,1,1
North West,Cumbria,1,3,Spring,2014,2553,1,1,NA,NA,1,1,3,75.16395105,1.05,0,1,1,0,0,1,1
North West,Cumbria,1,6,Spring,2017,2553,1,1,1,3,NA,NA,NA,75.16395105,1.05,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2018,2553,1,1,3,NA,NA,NA,NA,75.16395105,1.05,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2553,3,3,NA,NA,NA,NA,NA,75.16395105,1.05,0,1,1,0,0,1,1
East of England,NA,1,3,Spring,2012,7459,3,3,5,5,NA,NA,NA,75.27591459,0.60,1,1,0,1,1,0,0
East of England,NA,1,3,Spring,2013,7459,3,5,5,NA,NA,NA,NA,75.27591459,0.60,1,1,0,1,1,0,0
East of England,NA,1,3,Spring,2014,7459,3,5,NA,NA,NA,NA,NA,75.27591459,0.60,0,1,1,1,1,0,0
East of England,Suffolk,1,3,Spring,2015,1763,0,2,1,NA,NA,NA,NA,75.42078255,0.99,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,1763,3,1,NA,NA,NA,NA,NA,75.42078255,0.99,1,1,1,0,1,0,1
South East,Oxford,1,4,Spring,2019,3333,2,2,NA,NA,NA,NA,NA,75.4478419,0.92,1,1,0,0,1,0,1
North West,Cumbria,1,9,Autumn,2017,2546,5,5,NA,NA,NA,NA,NA,75.70504004,0.00,1,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2017,2546,1,1,1,3,NA,NA,NA,75.70504004,0.00,1,1,1,0,0,1,1
North West,Cumbria,1,4,Spring,2018,2546,2,1,3,NA,NA,NA,NA,75.70504004,0.00,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2546,3,3,NA,NA,NA,NA,NA,75.70504004,0.00,1,1,1,0,0,1,1
East of England,NA,1,9,Autumn,2016,7086,4,4,NA,NA,NA,NA,NA,75.83285962,0.98,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7089,3,3,5,5,NA,NA,NA,76.0905812,0.18,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7089,3,5,5,NA,NA,NA,NA,76.0905812,0.18,0,0,0,1,0,0,0
East of England,NA,1,3,Spring,2015,7089,3,5,NA,NA,NA,NA,NA,76.0905812,0.18,0,0,0,1,0,0,0
East of England,NA,1,3,Spring,2009,7305,3,NA,5,5,NA,5,3,76.19457805,0.73,0,1,1,0,1,0,0
East of England,NA,1,3,Spring,2010,7305,1,5,5,NA,5,3,5,76.19457805,0.73,0,1,1,0,1,0,0
East of England,NA,1,3,Spring,2011,7305,3,5,NA,5,3,5,NA,76.19457805,0.73,0,1,1,0,1,0,0
East of England,NA,1,3,Spring,2013,7305,3,5,3,5,NA,NA,NA,76.19457805,0.73,0,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7305,3,3,5,NA,NA,NA,NA,76.19457805,0.73,0,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7305,3,5,NA,NA,NA,NA,NA,76.19457805,0.73,0,1,1,0,1,0,0
North West,Cumbria,1,5,Spring,2018,2540,3,2,2,NA,NA,NA,NA,78.6508637,0.00,0,0,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2540,3,2,NA,NA,NA,NA,NA,78.6508637,0.00,0,0,1,0,0,0,1
South East,Oxford,1,4,Spring,2016,2680,2,3,NA,3,NA,NA,NA,80.66378807,0.87,1,1,0,0,1,1,1
South East,Oxford,1,4,Spring,2018,2680,3,3,NA,NA,NA,NA,NA,80.66378807,0.87,1,1,0,0,1,1,1
East of England,NA,1,3,Spring,2012,7461,5,5,3,1,5,NA,NA,81.34641715,0.40,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2013,7461,5,3,1,5,NA,NA,NA,81.34641715,0.40,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7461,3,1,5,NA,NA,NA,NA,81.34641715,0.40,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7461,1,5,NA,NA,NA,NA,NA,81.34641715,0.40,1,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2015,1039,3,3,NA,NA,NA,NA,NA,81.4644871,0.99,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,1039,1,1,5,3,NA,3,3,81.4644871,0.99,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,1039,1,5,3,NA,3,3,NA,81.4644871,0.99,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,1039,1,3,NA,3,3,NA,NA,81.4644871,0.99,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1039,3,3,3,NA,NA,2,NA,81.4644871,0.99,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,1039,3,3,NA,NA,2,NA,NA,81.4644871,0.99,1,1,1,0,1,0,1
East of England,Suffolk,1,4,Spring,2019,1039,2,2,NA,NA,NA,NA,NA,81.4644871,0.99,1,1,0,0,1,0,1
East Midlands,NA,1,3,Spring,2015,5602,5,3,NA,NA,0,1,NA,81.55482551,0.01,1,1,0,0,1,0,0
East Midlands,NA,1,5,Spring,2018,5602,1,0,1,NA,NA,NA,NA,81.55482551,0.01,0,0,0,0,1,0,0
East Midlands,NA,1,5,Spring,2019,5602,1,1,NA,NA,NA,NA,NA,81.55482551,0.01,1,1,0,0,1,0,0
West Midlands,West Midlands,1,4,Spring,2017,1898,4,5,NA,NA,NA,NA,NA,82.38553512,0.84,1,0,0,0,0,0,1
South East,NA,1,3,Spring,2015,7578,4,3,NA,NA,NA,NA,NA,82.74624837,0.19,1,1,0,0,1,0,0
East of England,Suffolk,1,3,Spring,2014,2432,3,3,NA,NA,NA,NA,NA,82.79993886,0.80,0,1,1,0,1,0,1
East of England,NA,1,9,Autumn,2016,7025,1,1,NA,NA,NA,NA,NA,82.82571105,0.55,1,1,0,0,1,0,0
South East,Oxford,1,5,Spring,2018,2801,2,2,NA,NA,NA,NA,NA,84.61595646,0.38,0,1,0,0,1,0,1
North West,Cumbria,1,4,Spring,2017,2565,5,5,1,3,NA,NA,NA,85.7449422,0.55,0,0,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2565,2,1,3,NA,NA,NA,NA,85.7449422,0.55,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2565,3,3,NA,NA,NA,NA,NA,85.7449422,0.55,0,1,1,0,0,1,1
East of England,NA,1,3,Spring,2015,7056,5,5,NA,NA,NA,NA,NA,85.74706181,0.50,1,1,1,1,1,0,0
South East,Oxford,1,4,Spring,2018,2708,3,3,NA,NA,NA,NA,NA,86.15638781,0.97,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2014,7244,3,5,5,NA,NA,NA,NA,87.15574846,0.19,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7244,3,5,NA,NA,NA,NA,NA,87.15574846,0.19,0,1,1,1,1,0,0
South East,NA,1,3,Spring,2015,7257,4,5,5,NA,NA,NA,NA,87.21496136,0.93,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2016,7257,3,5,NA,NA,NA,NA,NA,87.21496136,0.93,1,1,0,0,1,0,0
Wales,NA,1,3,Spring,2015,7101,5,5,NA,NA,NA,NA,NA,87.7295119,0.98,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2013,7206,5,5,5,NA,NA,NA,NA,89.45802621,0.75,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7206,5,5,NA,NA,NA,NA,NA,89.45802621,0.75,1,1,1,0,1,0,0
East of England,NA,1,9,Autumn,2016,4401,2,2,NA,NA,NA,NA,NA,89.71766888,0.68,1,1,1,1,1,0,0
West Midlands,West Midlands,1,4,Spring,2017,1900,4,4,1,3,NA,NA,NA,90.6784918,0.60,1,1,0,0,0,0,1
West Midlands,West Midlands,1,6,Spring,2018,1900,1,1,3,NA,NA,NA,NA,90.6784918,0.60,1,1,0,0,1,0,1
West Midlands,West Midlands,1,5,Spring,2019,1900,3,3,NA,NA,NA,NA,NA,90.6784918,0.60,1,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2015,7167,4,4,NA,NA,NA,NA,NA,90.73067254,0.20,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2013,7328,3,3,5,5,NA,NA,NA,91.43251615,0.68,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2014,7328,3,5,5,NA,NA,NA,NA,91.43251615,0.68,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7328,3,5,NA,NA,NA,NA,NA,91.43251615,0.68,1,1,1,1,1,0,0
East of England,NA,1,9,Autumn,2016,7215,1,1,NA,NA,NA,NA,NA,92.11954611,0.99,0,0,0,0,1,0,0
South East,NA,1,9,Autumn,2013,7494,1,NA,NA,NA,NA,NA,NA,92.25402358,0.89,1,1,0,0,1,1,0
South East,NA,1,9,Autumn,2016,7494,2,NA,NA,NA,NA,NA,NA,92.25402358,0.89,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2015,7494,0,5,5,NA,NA,NA,NA,92.25402358,0.89,1,1,0,0,1,0,0
South East,NA,1,3,Spring,2016,7494,0,5,NA,NA,NA,NA,NA,92.25402358,0.89,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2012,7213,5,5,3,1,NA,NA,NA,92.69747255,0.95,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2013,7213,3,3,1,NA,NA,NA,NA,92.69747255,0.95,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2014,7213,5,1,NA,NA,NA,NA,NA,92.69747255,0.95,1,0,0,0,1,0,0
East of England,NA,1,9,Autumn,2013,7301,1,NA,NA,NA,4,NA,NA,93.01671606,0.83,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7301,2,4,NA,NA,NA,NA,NA,93.01671606,0.83,1,1,0,0,1,0,0
South West,NA,1,9,Spring,2018,3059,2,2,NA,NA,NA,NA,NA,93.04010174,0.93,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7047,5,5,NA,NA,NA,NA,NA,93.16083533,0.68,1,1,0,0,1,1,0
East Midlands,NA,1,3,Spring,2015,1954,5,5,NA,NA,3,3,NA,93.19432414,0.93,1,1,0,0,1,0,0
East Midlands,NA,1,5,Spring,2018,1954,3,3,3,NA,NA,NA,NA,93.19432414,0.93,0,1,0,0,1,0,0
East Midlands,NA,1,5,Spring,2019,1954,3,3,NA,NA,NA,NA,NA,93.19432414,0.93,0,1,0,0,1,0,0
East Midlands,East Midlands,1,3,Spring,2012,7071,1,5,NA,NA,NA,NA,NA,95.42676881,0.91,1,1,0,0,1,0,1
Wales,NA,1,3,Spring,2015,7036,5,5,NA,NA,NA,NA,NA,96.49378669,0.89,1,1,0,0,1,0,0
East Midlands,East Midlands,1,9,Autumn,2016,1052,5,5,NA,NA,NA,NA,NA,97.54812973,0.91,1,1,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2017,1052,3,3,5,5,NA,NA,NA,97.54812973,0.91,1,1,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2018,1052,5,5,5,NA,NA,NA,NA,97.54812973,0.91,1,1,0,0,1,0,1
East Midlands,East Midlands,1,5,Spring,2019,1052,5,5,NA,NA,NA,NA,NA,97.54812973,0.91,1,0,0,0,1,0,1
South East,NA,1,3,Spring,2015,7579,3,4,NA,NA,NA,NA,NA,98.32932301,0.94,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2012,7302,1,3,NA,3,3,NA,NA,99.94683734,0.15,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2014,7302,1,3,3,NA,NA,NA,NA,99.94683734,0.15,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7302,1,3,NA,NA,NA,NA,NA,99.94683734,0.15,0,1,1,1,1,0,0
South East,NA,1,3,Spring,2015,7580,5,5,NA,NA,NA,NA,NA,100.4717095,0.99,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2011,7162,5,5,5,5,NA,NA,NA,104.3550503,0.49,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2012,7162,3,5,5,NA,NA,NA,NA,104.3550503,0.49,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7162,3,5,NA,NA,NA,NA,NA,104.3550503,0.49,0,1,0,0,1,0,0
South East,NA,1,3,Spring,2015,7581,3,4,NA,NA,NA,NA,NA,104.453787,0.99,1,1,0,0,1,0,0
East Midlands,East Midlands,1,4,Spring,2018,917,4,4,NA,NA,NA,NA,NA,105.0653885,0.84,1,0,0,0,1,0,1
East Midlands,East Midlands,1,9,Autumn,2016,903,4,4,NA,4,NA,NA,NA,105.3349797,0.88,1,1,0,0,1,0,1
East Midlands,East Midlands,1,2,Autumn,2018,903,3,4,NA,NA,NA,NA,NA,105.3349797,0.88,1,0,0,0,1,0,1
West Midlands,West Midlands,1,5,Spring,2018,2804,5,4,NA,NA,NA,NA,NA,106.0336335,0.22,1,1,0,0,1,0,1
North West,Cumbria,1,3,Spring,2015,2586,5,5,NA,5,4,3,NA,106.565092,0.99,1,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2017,2586,5,5,4,3,NA,NA,NA,106.565092,0.99,1,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2018,2586,4,4,3,NA,NA,NA,NA,106.565092,0.99,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2586,3,3,NA,NA,NA,NA,NA,106.565092,0.99,1,1,1,0,0,1,1
Wales,NA,1,9,Autumn,2014,7411,1,1,NA,NA,NA,NA,NA,107.0213843,0.99,1,1,0,0,1,0,0
Wales,NA,1,3,Spring,2015,7411,1,1,NA,NA,NA,NA,NA,107.0213843,0.99,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2014,7294,1,3,3,NA,NA,NA,NA,107.4605648,0.28,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7294,1,3,NA,NA,NA,NA,NA,107.4605648,0.28,0,1,0,0,1,0,0
North East,NA,1,3,Spring,2015,7354,5,5,NA,NA,NA,NA,NA,109.7587667,0.69,0,1,0,0,1,0,0
South West,West Midlands,1,4,Spring,2017,1890,4,4,NA,NA,NA,NA,NA,111.0998577,0.33,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2009,7323,3,1,NA,1,1,NA,NA,111.4590981,0.61,1,0,1,0,1,0,0
East of England,NA,1,3,Spring,2011,7323,3,1,1,NA,NA,NA,NA,111.4590981,0.61,1,0,1,0,1,0,0
East of England,NA,1,3,Spring,2012,7323,3,1,NA,NA,NA,NA,NA,111.4590981,0.61,1,0,1,0,1,0,0
South East,Oxford,1,4,Spring,2018,2805,3,3,3,NA,NA,NA,NA,111.7695853,0.47,1,1,0,0,1,0,1
South East,Oxford,1,5,Spring,2019,2805,3,3,NA,NA,NA,NA,NA,111.7695853,0.47,1,1,0,0,1,0,1
North West,Cumbria,1,3,Spring,2019,2557,1,1,NA,NA,NA,NA,NA,114.1837249,0.00,0,0,1,0,0,0,1
London,NA,1,3,Spring,2015,7582,4,4,NA,NA,NA,NA,NA,115.4158975,0.68,1,1,1,0,1,0,0
North West,Cumbria,1,6,Spring,2017,2549,1,1,1,3,NA,NA,NA,118.1420428,0.44,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2018,2549,1,1,3,NA,NA,NA,NA,118.1420428,0.44,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2549,3,3,NA,NA,NA,NA,NA,118.1420428,0.44,0,1,1,0,0,1,1
South East,Oxford,1,4,Spring,2018,2798,2,2,2,NA,NA,NA,NA,121.30092,0.41,0,1,0,0,1,0,1
South East,Oxford,1,5,Spring,2019,2798,2,2,NA,NA,NA,NA,NA,121.30092,0.41,0,1,0,0,1,0,1
North West,Cumbria,1,3,Spring,2017,392,3,3,5,2,NA,NA,NA,122.8280898,0.61,1,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2018,392,5,5,2,NA,NA,NA,NA,122.8280898,0.61,1,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2019,392,2,2,NA,NA,NA,NA,NA,122.8280898,0.61,0,1,0,0,0,0,1
East of England,NA,1,3,Spring,2010,7153,1,5,NA,5,1,1,5,124.1172725,1.00,0,1,0,1,1,0,0
East of England,NA,1,3,Spring,2012,7153,5,5,1,1,5,NA,NA,124.1172725,1.00,0,1,0,1,1,0,0
East of England,NA,1,3,Spring,2013,7153,5,1,1,5,NA,NA,NA,124.1172725,1.00,0,1,0,1,1,0,0
East of England,NA,1,3,Spring,2014,7153,5,1,5,NA,NA,NA,NA,124.1172725,1.00,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7153,3,5,NA,NA,NA,NA,NA,124.1172725,1.00,1,1,1,1,1,0,0
West Midlands,West Midlands,1,3,Spring,2014,2622,5,5,5,5,5,5,1,128.5831314,0.99,1,1,0,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2015,2622,5,5,5,5,5,1,NA,128.5831314,0.99,1,1,0,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2016,2622,5,5,5,5,1,NA,NA,128.5831314,0.99,1,1,0,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2017,2622,5,5,5,1,NA,NA,NA,128.5831314,0.99,1,1,0,0,1,0,1
West Midlands,West Midlands,1,4,Spring,2018,2622,3,5,1,NA,NA,NA,NA,128.5831314,0.99,1,0,0,0,1,0,1
West Midlands,West Midlands,1,5,Spring,2019,2622,3,1,NA,NA,NA,NA,NA,128.5831314,0.99,1,1,0,0,1,0,1
West Midlands,West Midlands,1,5,Spring,2018,2806,3,2,NA,NA,NA,NA,NA,130.4599166,0.44,1,1,0,0,1,0,1
North West,Cumbria,1,3,Spring,2015,7647,5,5,NA,NA,NA,NA,NA,130.7522326,0.97,1,1,1,0,0,1,1
East of England,NA,1,3,Spring,2009,7090,5,5,NA,5,3,5,5,131.9062985,0.28,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2011,7090,5,5,3,5,5,NA,NA,131.9062985,0.28,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2012,7090,3,3,5,5,NA,NA,NA,131.9062985,0.28,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7090,3,5,5,NA,NA,NA,NA,131.9062985,0.28,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2014,7090,3,5,NA,NA,NA,NA,NA,131.9062985,0.28,1,1,1,1,1,0,0
South East,NA,1,9,Autumn,2013,7350,1,NA,NA,NA,NA,NA,NA,132.0087456,0.84,1,1,0,0,1,1,0
